,Id,Price
270,928,8653.91787912
271,929,8649.36668062
272,931,8141.17897236
273,933,9543.21288565
274,935,9550.01943202
275,937,10251.2225809
276,940,10186.7568065
277,943,10414.4344132
278,948,11397.1688261
279,955,10224.6145923
280,960,10951.1738389
281,963,9469.26167406
282,965,10079.2242058
283,967,10523.0796696
284,969,9721.30746266
285,974,9618.02943618
286,979,9240.67134721
287,986,9750.90392214
288,989,9903.35021622
289,993,8868.83130826
290,994,9830.92305526
291,995,9608.72148617
292,996,10769.7670849
293,997,9276.46998891
294,1002,10593.6779475
295,1004,9903.04229948
296,1008,10483.1205304
297,1011,9946.05367273
298,1020,10768.5607957
299,1021,9241.84536236
300,1025,10576.1061366
301,1027,9547.20830077
302,1028,9499.78087725
303,1032,10206.0906022
304,1047,9349.33896222
305,1050,6259.23892747
306,1053,6538.0325319
307,1054,5540.98046047
308,1059,6635.88590295
309,1060,6547.96877332
310,1070,5512.03856168
311,1077,7838.64723886
312,1078,7298.91198529
313,1091,8435.04691373
314,1093,6743.80909521
315,1103,7853.00183129
316,1106,6854.79671471
317,1111,6887.65782793
318,1113,7116.85880378
319,1119,6921.79908651
320,1121,7419.71101568
321,1122,8272.75969371
322,1127,7155.44810206
323,1128,7989.40559864
324,1131,7173.45011541
325,1132,7517.98236432
326,1140,7587.99636569
327,1142,6504.00900811
328,1143,7720.68561279
329,1144,8040.07929827
330,1145,7996.40013293
331,1149,8435.56852784
332,1151,7483.03612081
333,1154,6980.62417747
334,1158,7965.63358594
335,1167,7910.89658186
336,1169,7563.39428165
337,1172,7612.72321372
338,1173,6668.593531
339,1174,6586.72178728
340,1178,7313.91013139
341,1180,7892.34547069
342,1191,7414.96195996
343,1192,7521.84858454
344,1197,6780.12046702
345,1198,7239.83931296
346,1199,6698.30451467
347,1201,8370.61428641
348,1208,8238.98633098
349,1215,6944.83398613
350,1218,6754.09587836
351,1222,9848.44702803
352,1223,9295.52466381
353,1228,7493.87956974
354,1229,8600.99061256
355,1236,8022.62874983
356,1237,8393.0003065
357,1239,7773.26219041
358,1248,8644.37014851
359,1250,7941.07183566
360,1256,7099.39466068
361,1260,6655.56456112
362,1263,6953.6801834
363,1264,7327.84665045
364,1276,7426.54026708
365,1278,8073.94826685
366,1282,8067.40717638
367,1287,8058.83651893
368,1288,8255.62885084
369,1290,8809.58697353
370,1292,7809.83327838
371,1300,8604.10421642
372,1302,7233.0893652
373,1303,8064.31944993
374,1305,8067.5367519
375,1307,8323.37401186
376,1319,9038.57266361
377,1322,7277.1899445
378,1326,8636.96472531
379,1327,9341.79562868
380,1329,8641.52102001
381,1330,8641.74418547
382,1332,6857.00857829
383,1342,8446.79249518
384,1344,8095.75395776
385,1345,8380.38250708
386,1346,7900.21223157
387,1347,7997.81297978
388,1349,8726.50986403
389,1351,8459.29516443
390,1354,7418.87460629
391,1359,8530.53023588
392,1360,11292.1893739
393,1362,7673.15204944
394,1366,8501.07873577
395,1371,7859.34537167
396,1372,7758.72389454
397,1378,7831.98270219
398,1381,8036.01735974
399,1387,9138.58864521
400,1394,9273.47892148
401,1396,8107.36140489
402,1398,6895.71018301
403,1399,8235.12885707
404,1406,8347.07520823
405,1407,8675.20692525
406,1411,9031.98022432
407,1412,7545.88181566
408,1414,9335.69953313
409,1417,7333.67615694
410,1419,8365.94299453
411,1423,9487.65272107
412,1433,9751.67129036
413,1435,7976.00834774
414,1436,9252.1579134
415,1437,8031.79971143
416,1439,8106.18819636
